system:index,B11_post,B11_pre,B12_post,B12_pre,B4_post,B4_pre,B8A_post,B8A_pre,NBR_post,NBR_pre,area,dNBR,label,latitude,longitude,.geo
1_198,0.1712000072002411,0.17784999310970306,0.17509999871253967,0.13474999368190765,0.07419999688863754,0.062300000339746475,0.10530000180006027,0.15594999492168427,-0.24893008839114783,0.07292742370446265,Semey,0.3218575119972229,1,50.52486339740092,80.71866779303406,"{""type"":""Point"",""coordinates"":[80.71866779303406,50.52486339740092]}"
1_199,0.1348000019788742,0.14544999599456787,0.12380000203847885,0.08900000154972076,0.05000000074505806,0.043299999088048935,0.08340000361204147,0.18770000338554382,-0.19498068206899166,0.3567040118373487,Semey,0.5516846776008606,1,50.62030635598064,80.91206161368505,"{""type"":""Point"",""coordinates"":[80.91206161368505,50.62030635598064]}"
1_204,0.20864999294281006,0.15839999914169312,0.22425000369548798,0.11180000007152557,0.08375000208616257,0.05999999865889549,0.11914999783039093,0.17065000534057617,-0.30605709201540765,0.2083554758060172,Semey,0.5144125819206238,1,50.42681996702075,80.83349506475325,"{""type"":""Point"",""coordinates"":[80.83349506475325,50.42681996702075]}"
1_207,0.2257000058889389,0.20579999685287476,0.23845000565052032,0.16064999997615814,0.14069999754428864,0.10840000212192535,0.14785000681877136,0.17829999327659607,-0.23453273597538665,0.05207255834720247,Semey,0.2866052985191345,1,50.62227908547989,80.73862206349678,"{""type"":""Point"",""coordinates"":[80.73862206349678,50.62227908547989]}"
1_212,0.19994999468326569,0.1720000058412552,0.21940000355243683,0.13050000369548798,0.09860000014305115,0.07225000113248825,0.12110000103712082,0.15389999747276306,-0.2886931018805943,0.08227845879449082,Semey,0.37097156047821045,1,50.58055193577482,80.8748767149368,"{""type"":""Point"",""coordinates"":[80.8748767149368,50.58055193577482]}"
1_214,0.1805499941110611,0.1481499969959259,0.21389999985694885,0.10095000267028809,0.05934999883174896,0.049300000071525574,0.08134999871253967,0.16580000519752502,-0.44894158098772313,0.24311152995119345,Semey,0.6920531392097473,1,50.573049363267394,80.86500278798196,"{""type"":""Point"",""coordinates"":[80.86500278798196,50.573049363267394]}"
1_221,0.21819999814033508,0.1770000010728836,0.24719999730587006,0.12710000574588776,0.07975000143051147,0.05665000155568123,0.13040000200271606,0.17075000703334808,-0.3093220220260157,0.14655027501984152,Semey,0.4558722972869873,1,50.631591773821505,80.81083303037022,"{""type"":""Point"",""coordinates"":[80.81083303037022,50.631591773821505]}"
1_224,0.16269999742507935,0.1586499959230423,0.16850000619888306,0.11595000326633453,0.06509999930858612,0.05510000139474869,0.09679999947547913,0.15889999270439148,-0.2702601024871852,0.156267018619973,Semey,0.42652711272239685,1,50.53747255143966,80.67599993614843,"{""type"":""Point"",""coordinates"":[80.67599993614843,50.53747255143966]}"
1_226,0.18369999527931213,0.14399999380111694,0.19740000367164612,0.0982000008225441,0.06549999862909317,0.04165000095963478,0.09440000355243683,0.16120000183582306,-0.3529814858438717,0.24286815870333933,Semey,0.5958496332168579,1,50.54559877756146,80.90073418774283,"{""type"":""Point"",""coordinates"":[80.90073418774283,50.54559877756146]}"
1_232,0.21070000529289246,0.14219999313354492,0.22470000386238098,0.09364999830722809,0.06210000067949295,0.039799999445676804,0.12229999899864197,0.16439999639987946,-0.2951008761367396,0.2741716703887329,Semey,0.569272518157959,1,50.54936808637045,80.8630810834245,"{""type"":""Point"",""coordinates"":[80.8630810834245,50.54936808637045]}"
1_235,0.16300000250339508,0.17685000598430634,0.16619999706745148,0.13189999759197235,0.08209999650716782,0.07259999960660934,0.11089999973773956,0.16414999961853027,-0.19956693600609943,0.10893430950998106,Semey,0.3085012435913086,1,50.5440145301085,80.67260384003494,"{""type"":""Point"",""coordinates"":[80.67260384003494,50.5440145301085]}"
1_240,0.14184999465942383,0.14294999837875366,0.15230000019073486,0.10559999942779541,0.0604499988257885,0.061500001698732376,0.07594999670982361,0.14675000309944153,-0.3345016627280596,0.16306718153174843,Semey,0.49756884574890137,1,50.52131553225943,80.71512283844064,"{""type"":""Point"",""coordinates"":[80.71512283844064,50.52131553225943]}"
1_246,0.1949000060558319,0.156700000166893,0.2046000063419342,0.10700000077486038,0.06930000334978104,0.04529999941587448,0.11270000040531158,0.17000000178813934,-0.28963127633914026,0.22743682465833373,Semey,0.517068088054657,1,50.54542348686315,80.89780331459501,"{""type"":""Point"",""coordinates"":[80.89780331459501,50.54542348686315]}"
1_253,0.1569499969482422,0.13210000097751617,0.1570499986410141,0.08370000123977661,0.06469999998807907,0.04035000130534172,0.0904499962925911,0.16500000655651093,-0.269090924087854,0.3268998905031314,Semey,0.5959908366203308,1,50.647589188036825,80.79369804695727,"{""type"":""Point"",""coordinates"":[80.79369804695727,50.647589188036825]}"
1_256,0.17614999413490295,0.1793999969959259,0.187950000166893,0.13224999606609344,0.07774999737739563,0.07609999924898148,0.1018500030040741,0.1602499932050705,-0.29710143623436863,0.09572648945644739,Semey,0.39282792806625366,1,50.51822559683313,80.72635476011668,"{""type"":""Point"",""coordinates"":[80.72635476011668,50.51822559683313]}"
1_262,0.1798499971628189,0.14865000545978546,0.210099995136261,0.1096000000834465,0.1005999967455864,0.06319999694824219,0.10315000265836716,0.1757500022649765,-0.3414205689731944,0.23182057696554134,Semey,0.5732411742210388,1,50.62737778047083,80.808563902965,"{""type"":""Point"",""coordinates"":[80.808563902965,50.62737778047083]}"
1_265,0.12925000488758087,0.13289999961853027,0.12065000087022781,0.08855000138282776,0.05245000123977661,0.03824999928474426,0.08910000324249268,0.1632000058889389,-0.1504171490303287,0.2965243390262377,Semey,0.4469414949417114,1,50.65906264959462,80.79944481893284,"{""type"":""Point"",""coordinates"":[80.79944481893284,50.65906264959462]}"
